"COU","Country","VAR","Variable","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"GRC","Greece","RECOVERY","Amount designated for recovery operations","2004","2004","TONNE","Tonnes","3","Thousands",,,483.22,,
"GRC","Greece","RECOVERY","Amount designated for recovery operations","2005","2005","TONNE","Tonnes","3","Thousands",,,572.71,,
"GRC","Greece","RECOVERY","Amount designated for recovery operations","2006","2006","TONNE","Tonnes","3","Thousands",,,632.08,,
"GRC","Greece","RECOVERY","Amount designated for recovery operations","2007","2007","TONNE","Tonnes","3","Thousands",,,1002.31,,
"GRC","Greece","RECOVERY","Amount designated for recovery operations","2008","2008","TONNE","Tonnes","3","Thousands",,,896.98,,
"GRC","Greece","RECOVERY","Amount designated for recovery operations","2009","2009","TONNE","Tonnes","3","Thousands",,,973,,
"GRC","Greece","RECOVERY","Amount designated for recovery operations","2010","2010","TONNE","Tonnes","3","Thousands",,,1014,,
"GRC","Greece","RECOVERY","Amount designated for recovery operations","2011","2011","TONNE","Tonnes","3","Thousands",,,1008,,
"GRC","Greece","RECOVERY","Amount designated for recovery operations","2012","2012","TONNE","Tonnes","3","Thousands",,,956,,
"GRC","Greece","RECOVERY","Amount designated for recovery operations","2013","2013","TONNE","Tonnes","3","Thousands",,,863,,
"GRC","Greece","RECOVERY","Amount designated for recovery operations","2014","2014","TONNE","Tonnes","3","Thousands",,,845,,
"GRC","Greece","RECOVERY","Amount designated for recovery operations","2015","2015","TONNE","Tonnes","3","Thousands",,,851,,
"GRC","Greece","RECOVERY","Amount designated for recovery operations","2016","2016","TONNE","Tonnes","3","Thousands",,,952,,
"GRC","Greece","RECOVERY","Amount designated for recovery operations","2017","2017","TONNE","Tonnes","3","Thousands",,,1080,,
"GRC","Greece","RECOVERY","Amount designated for recovery operations","2018","2018","TONNE","Tonnes","3","Thousands",,,1194,,
"GRC","Greece","RECOVERY","Amount designated for recovery operations","2019","2019","TONNE","Tonnes","3","Thousands",,,1254.458,,
"HUN","Hungary","RECOVERY","Amount designated for recovery operations","1990","1990","TONNE","Tonnes","3","Thousands",,,300,,
"HUN","Hungary","RECOVERY","Amount designated for recovery operations","1994","1994","TONNE","Tonnes","3","Thousands",,,300,,
"HUN","Hungary","RECOVERY","Amount designated for recovery operations","1995","1995","TONNE","Tonnes","3","Thousands",,,406.34,,
"HUN","Hungary","RECOVERY","Amount designated for recovery operations","1996","1996","TONNE","Tonnes","3","Thousands",,,407.66,,
"HUN","Hungary","RECOVERY","Amount designated for recovery operations","1997","1997","TONNE","Tonnes","3","Thousands",,,410.59,,
"HUN","Hungary","RECOVERY","Amount designated for recovery operations","1998","1998","TONNE","Tonnes","3","Thousands",,,435.94,,
"HUN","Hungary","RECOVERY","Amount designated for recovery operations","1999","1999","TONNE","Tonnes","3","Thousands",,,431.41,,
"HUN","Hungary","RECOVERY","Amount designated for recovery operations","2000","2000","TONNE","Tonnes","3","Thousands",,,421.13,,
"HUN","Hungary","RECOVERY","Amount designated for recovery operations","2001","2001","TONNE","Tonnes","3","Thousands",,,427.35,,
"HUN","Hungary","RECOVERY","Amount designated for recovery operations","2002","2002","TONNE","Tonnes","3","Thousands",,,402.36,,
"HUN","Hungary","RECOVERY","Amount designated for recovery operations","2003","2003","TONNE","Tonnes","3","Thousands",,,408.31,,
"HUN","Hungary","RECOVERY","Amount designated for recovery operations","2004","2004","TONNE","Tonnes","3","Thousands",,,695,"B","Break"
"HUN","Hungary","RECOVERY","Amount designated for recovery operations","2005","2005","TONNE","Tonnes","3","Thousands",,,747,,
"HUN","Hungary","RECOVERY","Amount designated for recovery operations","2006","2006","TONNE","Tonnes","3","Thousands",,,879,,
"HUN","Hungary","RECOVERY","Amount designated for recovery operations","2007","2007","TONNE","Tonnes","3","Thousands",,,936,,
"HUN","Hungary","RECOVERY","Amount designated for recovery operations","2008","2008","TONNE","Tonnes","3","Thousands",,,1085,,
"HUN","Hungary","RECOVERY","Amount designated for recovery operations","2009","2009","TONNE","Tonnes","3","Thousands",,,1072,,
"HUN","Hungary","RECOVERY","Amount designated for recovery operations","2010","2010","TONNE","Tonnes","3","Thousands",,,1195,,
"HUN","Hungary","RECOVERY","Amount designated for recovery operations","2011","2011","TONNE","Tonnes","3","Thousands",,,1246,,
"HUN","Hungary","RECOVERY","Amount designated for recovery operations","2012","2012","TONNE","Tonnes","3","Thousands",,,1379,,
"HUN","Hungary","RECOVERY","Amount designated for recovery operations","2013","2013","TONNE","Tonnes","3","Thousands",,,1323,,
"HUN","Hungary","RECOVERY","Amount designated for recovery operations","2014","2014","TONNE","Tonnes","3","Thousands",,,1532,,
"HUN","Hungary","RECOVERY","Amount designated for recovery operations","2015","2015","TONNE","Tonnes","3","Thousands",,,1719,,
"HUN","Hungary","RECOVERY","Amount designated for recovery operations","2016","2016","TONNE","Tonnes","3","Thousands",,,1846,,
"HUN","Hungary","RECOVERY","Amount designated for recovery operations","2017","2017","TONNE","Tonnes","3","Thousands",,,1927,,
"HUN","Hungary","RECOVERY","Amount designated for recovery operations","2018","2018","TONNE","Tonnes","3","Thousands",,,1895,,
"HUN","Hungary","RECOVERY","Amount designated for recovery operations","2019","2019","TONNE","Tonnes","3","Thousands",,,1873,,
"ISL","Iceland","RECOVERY","Amount designated for recovery operations","1995","1995","TONNE","Tonnes","3","Thousands",,,11,,
"ISL","Iceland","RECOVERY","Amount designated for recovery operations","1996","1996","TONNE","Tonnes","3","Thousands",,,13,,
"ISL","Iceland","RECOVERY","Amount designated for recovery operations","1997","1997","TONNE","Tonnes","3","Thousands",,,12,,
"ISL","Iceland","RECOVERY","Amount designated for recovery operations","1998","1998","TONNE","Tonnes","3","Thousands",,,17,,
"ISL","Iceland","RECOVERY","Amount designated for recovery operations","1999","1999","TONNE","Tonnes","3","Thousands",,,20,,
"ISL","Iceland","RECOVERY","Amount designated for recovery operations","2000","2000","TONNE","Tonnes","3","Thousands",,,26,,
"ISL","Iceland","RECOVERY","Amount designated for recovery operations","2001","2001","TONNE","Tonnes","3","Thousands",,,27,,
"ISL","Iceland","RECOVERY","Amount designated for recovery operations","2002","2002","TONNE","Tonnes","3","Thousands",,,29,,
"ISL","Iceland","RECOVERY","Amount designated for recovery operations","2003","2003","TONNE","Tonnes","3","Thousands",,,34,,
"ISL","Iceland","RECOVERY","Amount designated for recovery operations","2004","2004","TONNE","Tonnes","3","Thousands",,,36,,
"ISL","Iceland","RECOVERY","Amount designated for recovery operations","2005","2005","TONNE","Tonnes","3","Thousands",,,11,,
"ISL","Iceland","RECOVERY","Amount designated for recovery operations","2006","2006","TONNE","Tonnes","3","Thousands",,,11,,
"ISL","Iceland","RECOVERY","Amount designated for recovery operations","2007","2007","TONNE","Tonnes","3","Thousands",,,15,,
"ISL","Iceland","RECOVERY","Amount designated for recovery operations","2008","2008","TONNE","Tonnes","3","Thousands",,,53,,
"ISL","Iceland","RECOVERY","Amount designated for recovery operations","2009","2009","TONNE","Tonnes","3","Thousands",,,36,,
"ISL","Iceland","RECOVERY","Amount designated for recovery operations","2010","2010","TONNE","Tonnes","3","Thousands",,,42,,
"ISL","Iceland","RECOVERY","Amount designated for recovery operations","2011","2011","TONNE","Tonnes","3","Thousands",,,48,,
"ISL","Iceland","RECOVERY","Amount designated for recovery operations","2012","2012","TONNE","Tonnes","3","Thousands",,,53,,
"ISL","Iceland","RECOVERY","Amount designated for recovery operations","2013","2013","TONNE","Tonnes","3","Thousands",,,55,,
"ISL","Iceland","RECOVERY","Amount designated for recovery operations","2014","2014","TONNE","Tonnes","3","Thousands",,,52,,
"ISL","Iceland","RECOVERY","Amount designated for recovery operations","2015","2015","TONNE","Tonnes","3","Thousands",,,75.2,,
"ISL","Iceland","RECOVERY","Amount designated for recovery operations","2016","2016","TONNE","Tonnes","3","Thousands",,,86.3,,
"ISL","Iceland","RECOVERY","Amount designated for recovery operations","2017","2017","TONNE","Tonnes","3","Thousands",,,74.4,,
"IRL","Ireland","RECOVERY","Amount designated for recovery operations","1995","1995","TONNE","Tonnes","3","Thousands",,,124,,
"IRL","Ireland","RECOVERY","Amount designated for recovery operations","1996","1996","TONNE","Tonnes","3","Thousands",,,130,,
"IRL","Ireland","RECOVERY","Amount designated for recovery operations","1997","1997","TONNE","Tonnes","3","Thousands",,,150,,
"IRL","Ireland","RECOVERY","Amount designated for recovery operations","1998","1998","TONNE","Tonnes","3","Thousands",,,167,,
"IRL","Ireland","RECOVERY","Amount designated for recovery operations","1999","1999","TONNE","Tonnes","3","Thousands",,,205,,
"IRL","Ireland","RECOVERY","Amount designated for recovery operations","2000","2000","TONNE","Tonnes","3","Thousands",,,271,,
"IRL","Ireland","RECOVERY","Amount designated for recovery operations","2001","2001","TONNE","Tonnes","3","Thousands",,,306,,
"IRL","Ireland","RECOVERY","Amount designated for recovery operations","2002","2002","TONNE","Tonnes","3","Thousands",,,497,,
"IRL","Ireland","RECOVERY","Amount designated for recovery operations","2003","2003","TONNE","Tonnes","3","Thousands",,,690,,
"IRL","Ireland","RECOVERY","Amount designated for recovery operations","2004","2004","TONNE","Tonnes","3","Thousands",,,885,,
"IRL","Ireland","RECOVERY","Amount designated for recovery operations","2005","2005","TONNE","Tonnes","3","Thousands",,,946,,
"IRL","Ireland","RECOVERY","Amount designated for recovery operations","2006","2006","TONNE","Tonnes","3","Thousands",,,1119,,
"IRL","Ireland","RECOVERY","Amount designated for recovery operations","2007","2007","TONNE","Tonnes","3","Thousands",,,1160,,
"IRL","Ireland","RECOVERY","Amount designated for recovery operations","2014","2014","TONNE","Tonnes","3","Thousands",,,2038.6,,
"IRL","Ireland","RECOVERY","Amount designated for recovery operations","2015","2015","TONNE","Tonnes","3","Thousands",,,2038.6,,
"IRL","Ireland","RECOVERY","Amount designated for recovery operations","2016","2016","TONNE","Tonnes","3","Thousands",,,2007.422,,
"IRL","Ireland","RECOVERY","Amount designated for recovery operations","2017","2017","TONNE","Tonnes","3","Thousands",,,2100.66,,
"IRL","Ireland","RECOVERY","Amount designated for recovery operations","2018","2018","TONNE","Tonnes","3","Thousands",,,2447.133,,
"ITA","Italy","RECOVERY","Amount designated for recovery operations","1995","1995","TONNE","Tonnes","3","Thousands",,,2414,,
"ITA","Italy","RECOVERY","Amount designated for recovery operations","1996","1996","TONNE","Tonnes","3","Thousands",,,2860,,
"ITA","Italy","RECOVERY","Amount designated for recovery operations","1997","1997","TONNE","Tonnes","3","Thousands",,,3700,,
"ITA","Italy","RECOVERY","Amount designated for recovery operations","1998","1998","TONNE","Tonnes","3","Thousands",,,4907,,
"ITA","Italy","RECOVERY","Amount designated for recovery operations","1999","1999","TONNE","Tonnes","3","Thousands",,,5180,,
"ITA","Italy","RECOVERY","Amount designated for recovery operations","2000","2000","TONNE","Tonnes","3","Thousands",,,6191,,
"ITA","Italy","RECOVERY","Amount designated for recovery operations","2001","2001","TONNE","Tonnes","3","Thousands",,,7665,,
"ITA","Italy","RECOVERY","Amount designated for recovery operations","2002","2002","TONNE","Tonnes","3","Thousands",,,6932,,
"ITA","Italy","RECOVERY","Amount designated for recovery operations","2003","2003","TONNE","Tonnes","3","Thousands",,,8014,,
"ITA","Italy","RECOVERY","Amount designated for recovery operations","2004","2004","TONNE","Tonnes","3","Thousands",,,8935,,
"ITA","Italy","RECOVERY","Amount designated for recovery operations","2005","2005","TONNE","Tonnes","3","Thousands",,,9644,,
"ITA","Italy","RECOVERY","Amount designated for recovery operations","2006","2006","TONNE","Tonnes","3","Thousands",,,10328,,
"ITA","Italy","RECOVERY","Amount designated for recovery operations","2007","2007","TONNE","Tonnes","3","Thousands",,,12138,,
"ITA","Italy","RECOVERY","Amount designated for recovery operations","2008","2008","TONNE","Tonnes","3","Thousands",,,12078,,
"ITA","Italy","RECOVERY","Amount designated for recovery operations","2009","2009","TONNE","Tonnes","3","Thousands",,,14276,,
"ITA","Italy","RECOVERY","Amount designated for recovery operations","2010","2010","TONNE","Tonnes","3","Thousands",,,15437,,
"ITA","Italy","RECOVERY","Amount designated for recovery operations","2011","2011","TONNE","Tonnes","3","Thousands",,,16681,,
"ITA","Italy","RECOVERY","Amount designated for recovery operations","2012","2012","TONNE","Tonnes","3","Thousands",,,17045,,
"ITA","Italy","RECOVERY","Amount designated for recovery operations","2013","2013","TONNE","Tonnes","3","Thousands",,,17624,,
"ITA","Italy","RECOVERY","Amount designated for recovery operations","2014","2014","TONNE","Tonnes","3","Thousands",,,18205,,
"ITA","Italy","RECOVERY","Amount designated for recovery operations","2015","2015","TONNE","Tonnes","3","Thousands",,,16303,,
"ITA","Italy","RECOVERY","Amount designated for recovery operations","2016","2016","TONNE","Tonnes","3","Thousands",,,17943,,
"ITA","Italy","RECOVERY","Amount designated for recovery operations","2017","2017","TONNE","Tonnes","3","Thousands",,,19766,,
"ITA","Italy","RECOVERY","Amount designated for recovery operations","2018","2018","TONNE","Tonnes","3","Thousands",,,20822,,
"ITA","Italy","RECOVERY","Amount designated for recovery operations","2019","2019","TONNE","Tonnes","3","Thousands",,,21413,,
"JPN","Japan","RECOVERY","Amount designated for recovery operations","1995","1995","TONNE","Tonnes","3","Thousands",,,43530,,
"JPN","Japan","RECOVERY","Amount designated for recovery operations","1996","1996","TONNE","Tonnes","3","Thousands",,,44899,,
"JPN","Japan","RECOVERY","Amount designated for recovery operations","1997","1997","TONNE","Tonnes","3","Thousands",,,46072,,
"JPN","Japan","RECOVERY","Amount designated for recovery operations","1998","1998","TONNE","Tonnes","3","Thousands",,,47200,,
"JPN","Japan","RECOVERY","Amount designated for recovery operations","1999","1999","TONNE","Tonnes","3","Thousands",,,47832,,
"JPN","Japan","RECOVERY","Amount designated for recovery operations","2000","2000","TONNE","Tonnes","3","Thousands",,,49186,,
"JPN","Japan","RECOVERY","Amount designated for recovery operations","2001","2001","TONNE","Tonnes","3","Thousands",,,49446.9,,
"JPN","Japan","RECOVERY","Amount designated for recovery operations","2002","2002","TONNE","Tonnes","3","Thousands",,,49440.42,,
"JPN","Japan","RECOVERY","Amount designated for recovery operations","2003","2003","TONNE","Tonnes","3","Thousands",,,49923.3,,
"JPN","Japan","RECOVERY","Amount designated for recovery operations","2004","2004","TONNE","Tonnes","3","Thousands",,,49147.53,,
"JPN","Japan","RECOVERY","Amount designated for recovery operations","2005","2005","TONNE","Tonnes","3","Thousands",,,48837.6,,
"JPN","Japan","RECOVERY","Amount designated for recovery operations","2006","2006","TONNE","Tonnes","3","Thousands",,,48429.48,,
"JPN","Japan","RECOVERY","Amount designated for recovery operations","2007","2007","TONNE","Tonnes","3","Thousands",,,47220.27,,
"JPN","Japan","RECOVERY","Amount designated for recovery operations","2008","2008","TONNE","Tonnes","3","Thousands",,,46898,,
"JPN","Japan","RECOVERY","Amount designated for recovery operations","2009","2009","TONNE","Tonnes","3","Thousands",,,46715,,
"JPN","Japan","RECOVERY","Amount designated for recovery operations","2010","2010","TONNE","Tonnes","3","Thousands",,,46069,,
"JPN","Japan","RECOVERY","Amount designated for recovery operations","2011","2011","TONNE","Tonnes","3","Thousands",,,40796,,
"JPN","Japan","RECOVERY","Amount designated for recovery operations","2012","2012","TONNE","Tonnes","3","Thousands",,,40724,,
"JPN","Japan","RECOVERY","Amount designated for recovery operations","2013","2013","TONNE","Tonnes","3","Thousands",,,40342,,
"JPN","Japan","RECOVERY","Amount designated for recovery operations","2014","2014","TONNE","Tonnes","3","Thousands",,,39512,,
"JPN","Japan","RECOVERY","Amount designated for recovery operations","2015","2015","TONNE","Tonnes","3","Thousands",,,39012,,
"JPN","Japan","RECOVERY","Amount designated for recovery operations","2016","2016","TONNE","Tonnes","3","Thousands",,,40022,,
"JPN","Japan","RECOVERY","Amount designated for recovery operations","2017","2017","TONNE","Tonnes","3","Thousands",,,40285,,
"JPN","Japan","RECOVERY","Amount designated for recovery operations","2018","2018","TONNE","Tonnes","3","Thousands",,,40224,,
"KOR","Korea","RECOVERY","Amount designated for recovery operations","1990","1990","TONNE","Tonnes","3","Thousands",,,1423.5,,
"KOR","Korea","RECOVERY","Amount designated for recovery operations","1991","1991","TONNE","Tonnes","3","Thousands",,,2476.89,,
"KOR","Korea","RECOVERY","Amount designated for recovery operations","1992","1992","TONNE","Tonnes","3","Thousands",,,2157.88,"B","Break"
"KOR","Korea","RECOVERY","Amount designated for recovery operations","1993","1993","TONNE","Tonnes","3","Thousands",,,2640.05,,
"KOR","Korea","RECOVERY","Amount designated for recovery operations","1994","1994","TONNE","Tonnes","3","Thousands",,,3258.36,,
"KOR","Korea","RECOVERY","Amount designated for recovery operations","1995","1995","TONNE","Tonnes","3","Thousands",,,4411.31,,
"KOR","Korea","RECOVERY","Amount designated for recovery operations","1996","1996","TONNE","Tonnes","3","Thousands",,,4775.66,,
"KOR","Korea","RECOVERY","Amount designated for recovery operations","1997","1997","TONNE","Tonnes","3","Thousands",,,5076.06,,
"KOR","Korea","RECOVERY","Amount designated for recovery operations","1998","1998","TONNE","Tonnes","3","Thousands",,,5682,,
"KOR","Korea","RECOVERY","Amount designated for recovery operations","1999","1999","TONNE","Tonnes","3","Thousands",,,6348.81,,
"KOR","Korea","RECOVERY","Amount designated for recovery operations","2000","2000","TONNE","Tonnes","3","Thousands",,,8117,,
"KOR","Korea","RECOVERY","Amount designated for recovery operations","2001","2001","TONNE","Tonnes","3","Thousands",,,7636.53,,
"KOR","Korea","RECOVERY","Amount designated for recovery operations","2002","2002","TONNE","Tonnes","3","Thousands",,,10124,,
"KOR","Korea","RECOVERY","Amount designated for recovery operations","2003","2003","TONNE","Tonnes","3","Thousands",,,10624.04,,
"KOR","Korea","RECOVERY","Amount designated for recovery operations","2004","2004","TONNE","Tonnes","3","Thousands",,,11365.33,,
"KOR","Korea","RECOVERY","Amount designated for recovery operations","2005","2005","TONNE","Tonnes","3","Thousands",,,12473,,
"KOR","Korea","RECOVERY","Amount designated for recovery operations","2008","2008","TONNE","Tonnes","3","Thousands",,,14903,,
"KOR","Korea","RECOVERY","Amount designated for recovery operations","2009","2009","TONNE","Tonnes","3","Thousands",,,14801,,
"KOR","Korea","RECOVERY","Amount designated for recovery operations","2010","2010","TONNE","Tonnes","3","Thousands",,,14655,,
"KOR","Korea","RECOVERY","Amount designated for recovery operations","2011","2011","TONNE","Tonnes","3","Thousands",,,14526,,
"KOR","Korea","RECOVERY","Amount designated for recovery operations","2012","2012","TONNE","Tonnes","3","Thousands",,,14904,,
"KOR","Korea","RECOVERY","Amount designated for recovery operations","2013","2013","TONNE","Tonnes","3","Thousands",,,14706,,
"KOR","Korea","RECOVERY","Amount designated for recovery operations","2014","2014","TONNE","Tonnes","3","Thousands",,,15146,,
"KOR","Korea","RECOVERY","Amount designated for recovery operations","2015","2015","TONNE","Tonnes","3","Thousands",,,15663,,
"KOR","Korea","RECOVERY","Amount designated for recovery operations","2016","2016","TONNE","Tonnes","3","Thousands",,,16424,,
"KOR","Korea","RECOVERY","Amount designated for recovery operations","2017","2017","TONNE","Tonnes","3","Thousands",,,16586.987,,
"KOR","Korea","RECOVERY","Amount designated for recovery operations","2018","2018","TONNE","Tonnes","3","Thousands",,,17245.848,,
"LUX","Luxembourg","RECOVERY","Amount designated for recovery operations","1995","1995","TONNE","Tonnes","3","Thousands",,,174.89,,
"LUX","Luxembourg","RECOVERY","Amount designated for recovery operations","1996","1996","TONNE","Tonnes","3","Thousands",,,175.12,,
"LUX","Luxembourg","RECOVERY","Amount designated for recovery operations","1997","1997","TONNE","Tonnes","3","Thousands",,,192.91,,
"LUX","Luxembourg","RECOVERY","Amount designated for recovery operations","1998","1998","TONNE","Tonnes","3","Thousands",,,203.95,,
"LUX","Luxembourg","RECOVERY","Amount designated for recovery operations","1999","1999","TONNE","Tonnes","3","Thousands",,,217.93,,
"LUX","Luxembourg","RECOVERY","Amount designated for recovery operations","2000","2000","TONNE","Tonnes","3","Thousands",,,225.27,,
"LUX","Luxembourg","RECOVERY","Amount designated for recovery operations","2001","2001","TONNE","Tonnes","3","Thousands",,,227.49,,
"LUX","Luxembourg","RECOVERY","Amount designated for recovery operations","2002","2002","TONNE","Tonnes","3","Thousands",,,233.86,,
"LUX","Luxembourg","RECOVERY","Amount designated for recovery operations","2003","2003","TONNE","Tonnes","3","Thousands",,,249.41,,
"LUX","Luxembourg","RECOVERY","Amount designated for recovery operations","2004","2004","TONNE","Tonnes","3","Thousands",,,258.92,,
"LUX","Luxembourg","RECOVERY","Amount designated for recovery operations","2005","2005","TONNE","Tonnes","3","Thousands",,,254.31,,
"LUX","Luxembourg","RECOVERY","Amount designated for recovery operations","2006","2006","TONNE","Tonnes","3","Thousands",,,266.56,,
"LUX","Luxembourg","RECOVERY","Amount designated for recovery operations","2007","2007","TONNE","Tonnes","3","Thousands",,,277.81,,
"LUX","Luxembourg","RECOVERY","Amount designated for recovery operations","2008","2008","TONNE","Tonnes","3","Thousands",,,287.9,,
"LUX","Luxembourg","RECOVERY","Amount designated for recovery operations","2009","2009","TONNE","Tonnes","3","Thousands",,,287.2,,
"LUX","Luxembourg","RECOVERY","Amount designated for recovery operations","2010","2010","TONNE","Tonnes","3","Thousands",,,289.73,,
"LUX","Luxembourg","RECOVERY","Amount designated for recovery operations","2011","2011","TONNE","Tonnes","3","Thousands",,,294.89,,
"LUX","Luxembourg","RECOVERY","Amount designated for recovery operations","2012","2012","TONNE","Tonnes","3","Thousands",,,296.57,,
"LUX","Luxembourg","RECOVERY","Amount designated for recovery operations","2013","2013","TONNE","Tonnes","3","Thousands",,,287.1,,
"LUX","Luxembourg","RECOVERY","Amount designated for recovery operations","2014","2014","TONNE","Tonnes","3","Thousands",,,298.36,,
"LUX","Luxembourg","RECOVERY","Amount designated for recovery operations","2015","2015","TONNE","Tonnes","3","Thousands",,,320.42,,
"LUX","Luxembourg","RECOVERY","Amount designated for recovery operations","2016","2016","TONNE","Tonnes","3","Thousands",,,453.831,"B","Break"
"LUX","Luxembourg","RECOVERY","Amount designated for recovery operations","2017","2017","TONNE","Tonnes","3","Thousands",,,454.51,,
"LUX","Luxembourg","RECOVERY","Amount designated for recovery operations","2018","2018","TONNE","Tonnes","3","Thousands",,,466.826,,
"LUX","Luxembourg","RECOVERY","Amount designated for recovery operations","2019","2019","TONNE","Tonnes","3","Thousands",,,469.113,"E","Estimated value"
"MEX","Mexico","RECOVERY","Amount designated for recovery operations","1991","1991","TONNE","Tonnes","3","Thousands",,,143.73,,
"MEX","Mexico","RECOVERY","Amount designated for recovery operations","1992","1992","TONNE","Tonnes","3","Thousands",,,517.5,"B","Break"
"MEX","Mexico","RECOVERY","Amount designated for recovery operations","1993","1993","TONNE","Tonnes","3","Thousands",,,662,,
"MEX","Mexico","RECOVERY","Amount designated for recovery operations","1994","1994","TONNE","Tonnes","3","Thousands",,,694.6,,
"MEX","Mexico","RECOVERY","Amount designated for recovery operations","1995","1995","TONNE","Tonnes","3","Thousands",,,719,,
"MEX","Mexico","RECOVERY","Amount designated for recovery operations","1996","1996","TONNE","Tonnes","3","Thousands",,,753.2,,
"MEX","Mexico","RECOVERY","Amount designated for recovery operations","1997","1997","TONNE","Tonnes","3","Thousands",,,689.8,,
"MEX","Mexico","RECOVERY","Amount designated for recovery operations","1998","1998","TONNE","Tonnes","3","Thousands",,,720,,
"MEX","Mexico","RECOVERY","Amount designated for recovery operations","1999","1999","TONNE","Tonnes","3","Thousands",,,729.4,,
"MEX","Mexico","RECOVERY","Amount designated for recovery operations","2000","2000","TONNE","Tonnes","3","Thousands",,,724.3,,
"MEX","Mexico","RECOVERY","Amount designated for recovery operations","2001","2001","TONNE","Tonnes","3","Thousands",,,742.1,,
"MEX","Mexico","RECOVERY","Amount designated for recovery operations","2002","2002","TONNE","Tonnes","3","Thousands",,,780.47,,
"MEX","Mexico","RECOVERY","Amount designated for recovery operations","2003","2003","TONNE","Tonnes","3","Thousands",,,820.5,,
"MEX","Mexico","RECOVERY","Amount designated for recovery operations","2004","2004","TONNE","Tonnes","3","Thousands",,,895,,
"MEX","Mexico","RECOVERY","Amount designated for recovery operations","2005","2005","TONNE","Tonnes","3","Thousands",,,1150,,
"MEX","Mexico","RECOVERY","Amount designated for recovery operations","2006","2006","TONNE","Tonnes","3","Thousands",,,1176,,
"MEX","Mexico","RECOVERY","Amount designated for recovery operations","2007","2007","TONNE","Tonnes","3","Thousands",,,1202.2,,
"MEX","Mexico","RECOVERY","Amount designated for recovery operations","2008","2008","TONNE","Tonnes","3","Thousands",,,1346.8,,
"MEX","Mexico","RECOVERY","Amount designated for recovery operations","2009","2009","TONNE","Tonnes","3","Thousands",,,1500,,
"MEX","Mexico","RECOVERY","Amount designated for recovery operations","2010","2010","TONNE","Tonnes","3","Thousands",,,1695,,
"MEX","Mexico","RECOVERY","Amount designated for recovery operations","2011","2011","TONNE","Tonnes","3","Thousands",,,1980,,
"MEX","Mexico","RECOVERY","Amount designated for recovery operations","2012","2012","TONNE","Tonnes","3","Thousands",,,2100,,
"NLD","Netherlands","RECOVERY","Amount designated for recovery operations","1991","1991","TONNE","Tonnes","3","Thousands",,,3378,,
"NLD","Netherlands","RECOVERY","Amount designated for recovery operations","1993","1993","TONNE","Tonnes","3","Thousands",,,2668,,
"NLD","Netherlands","RECOVERY","Amount designated for recovery operations","1994","1994","TONNE","Tonnes","3","Thousands",,,3121,,
"NLD","Netherlands","RECOVERY","Amount designated for recovery operations","1995","1995","TONNE","Tonnes","3","Thousands",,,3308,,
"NLD","Netherlands","RECOVERY","Amount designated for recovery operations","1996","1996","TONNE","Tonnes","3","Thousands",,,3558,,
"NLD","Netherlands","RECOVERY","Amount designated for recovery operations","1997","1997","TONNE","Tonnes","3","Thousands",,,3917,,
"NLD","Netherlands","RECOVERY","Amount designated for recovery operations","1998","1998","TONNE","Tonnes","3","Thousands",,,3979,,
"NLD","Netherlands","RECOVERY","Amount designated for recovery operations","1999","1999","TONNE","Tonnes","3","Thousands",,,4031,,
"NLD","Netherlands","RECOVERY","Amount designated for recovery operations","2000","2000","TONNE","Tonnes","3","Thousands",,,4202,,
"NLD","Netherlands","RECOVERY","Amount designated for recovery operations","2001","2001","TONNE","Tonnes","3","Thousands",,,4178,,
"NLD","Netherlands","RECOVERY","Amount designated for recovery operations","2002","2002","TONNE","Tonnes","3","Thousands",,,4388,,
"NLD","Netherlands","RECOVERY","Amount designated for recovery operations","2003","2003","TONNE","Tonnes","3","Thousands",,,4332,,
"NLD","Netherlands","RECOVERY","Amount designated for recovery operations","2004","2004","TONNE","Tonnes","3","Thousands",,,4569,,
"NLD","Netherlands","RECOVERY","Amount designated for recovery operations","2005","2005","TONNE","Tonnes","3","Thousands",,,4566,,
"NLD","Netherlands","RECOVERY","Amount designated for recovery operations","2006","2006","TONNE","Tonnes","3","Thousands",,,4564,,
"NLD","Netherlands","RECOVERY","Amount designated for recovery operations","2007","2007","TONNE","Tonnes","3","Thousands",,,4788,,
"NLD","Netherlands","RECOVERY","Amount designated for recovery operations","2008","2008","TONNE","Tonnes","3","Thousands",,,5650,"B","Break"
"NLD","Netherlands","RECOVERY","Amount designated for recovery operations","2009","2009","TONNE","Tonnes","3","Thousands",,,5627,,
"NLD","Netherlands","RECOVERY","Amount designated for recovery operations","2010","2010","TONNE","Tonnes","3","Thousands",,,7505,,
"NLD","Netherlands","RECOVERY","Amount designated for recovery operations","2011","2011","TONNE","Tonnes","3","Thousands",,,8607,,
"NLD","Netherlands","RECOVERY","Amount designated for recovery operations","2012","2012","TONNE","Tonnes","3","Thousands",,,8955,,
"NLD","Netherlands","RECOVERY","Amount designated for recovery operations","2013","2013","TONNE","Tonnes","3","Thousands",,,8605,,
"NLD","Netherlands","RECOVERY","Amount designated for recovery operations","2014","2014","TONNE","Tonnes","3","Thousands",,,8668,,
